,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,Khandyga,62.6667,135.6,226.79,76,82,0.43,RU,1612052802
276,Lagoa,39.05,-27.9833,289.76,94,100,11.46,PT,1612053062
277,Potosí,-19.5836,-65.7531,284.97,52,19,0.25,BO,1612053062
278,Senno,59.5336,33.9167,270.37,90,99,2.68,RU,1612053062
279,Vila Franca do Campo,37.7167,-25.4333,290.15,94,75,7.2,PT,1612052928
280,Port Hardy,50.6996,-127.4199,281.15,81,90,10.29,CA,1612053004
281,Sanming,26.2486,117.6186,288.12,53,0,0.69,CN,1612053063
282,Dauriya,49.9333,116.8667,244.48,86,92,3.22,RU,1612053063
283,Horsham,51.064,-0.3272,277.15,87,75,6.69,GB,1612053063
284,Pundaguitan,6.3711,126.1689,300.14,76,100,6.55,PH,1612053064
285,San Quintín,30.4833,-115.95,288.86,63,0,5.44,MX,1612052825
286,Trairi,-3.2778,-39.2689,299.49,81,75,4.08,BR,1612052861
287,Norakert,40.1923,44.3477,270.15,86,20,0.51,AM,1612053064
288,Starodub,52.5844,32.7633,268.68,98,100,3.87,RU,1612053065
289,Broome,42.2506,-75.833,263.15,73,1,4.12,US,1612052889
290,Kudat,6.8837,116.8477,300.15,83,20,3.6,MY,1612053065
291,Katsuura,35.1333,140.3,283.15,39,20,2.57,JP,1612052884
292,Port-Cartier,50.0334,-66.8654,266.15,63,37,3.09,CA,1612052864
293,Tūkrah,32.5341,20.5791,288.09,83,0,5.22,LY,1612053066
294,Severo-Kuril'sk,50.6789,156.125,269.31,95,97,12.69,RU,1612052849
295,Mnogovershinnyy,53.9353,139.9242,251.15,89,100,2.32,RU,1612053066
296,Kailua,21.4022,-157.7394,300.15,65,75,6.17,US,1612053021
297,Oxapampa,-10.5775,-75.4017,288.97,92,95,0.19,PE,1612052782
298,Keti Bandar,24.1447,67.4497,291.24,76,0,3.43,PK,1612053066
299,Kruisfontein,-34.0033,24.7314,288.71,89,0,1.52,ZA,1612053066
300,Jackson,42.4165,-122.8345,286.15,41,90,9.77,US,1612053027
301,Coquimbo,-29.9533,-71.3436,292.15,82,90,3.09,CL,1612053067
302,Saint-François,46.4154,3.9054,280.15,81,75,1.03,FR,1612052850
303,Port Shepstone,-30.7414,30.455,296.99,88,100,1.13,ZA,1612053067
304,Saint-Pierre,-21.3393,55.4781,299.15,65,0,3.09,RE,1612052831
305,Malinovoye Ozero,51.6753,79.7825,259.5,94,100,3.08,RU,1612053067
306,Lata,40.1629,-8.3327,286.48,87,70,0.45,PT,1612052839
307,Ambilobe,-13.2,49.05,295.71,93,0,1.13,MG,1612053068
308,Talcahuano,-36.7167,-73.1167,290.15,82,0,1.54,CL,1612052865
309,Dunedin,-45.8742,170.5036,289.82,71,31,9.39,NZ,1612052925
310,Aksarka,66.5606,67.7975,245.66,88,100,4.8,RU,1612052856
311,Ismailia,30.6043,32.2723,286.64,39,0,6.13,EG,1612053068
312,Pacific Grove,36.6177,-121.9166,287.15,62,90,3.6,US,1612053068
313,Epe,6.5841,3.9834,298.63,92,38,1.78,NG,1612053069
314,Kieta,-6.2167,155.6333,302.14,71,100,7.14,PG,1612053069
315,Xifeng,42.7372,124.7222,263.17,90,100,1.46,CN,1612053069
316,Bengkulu,-3.8004,102.2655,297.06,94,98,4.02,ID,1612052805
317,Dekar,-21.5333,21.9333,294.25,84,100,3.27,BW,1612053069
318,Caucaia,-3.7361,-38.6531,300.93,83,0,3.6,BR,1612053069
319,San Juan,-31.5375,-68.5364,296.59,42,85,5.89,AR,1612053048
320,Celestún,20.8667,-90.4,296.56,68,72,4.56,MX,1612052898
321,Goderich,43.7501,-81.7165,269.15,74,100,1.03,CA,1612053004
322,Brodokalmak,55.5748,62.082,262.15,92,75,1.0,RU,1612052964
323,Sandviken,60.6167,16.7667,261.48,73,0,1.34,SE,1612053070
324,Nizhnyaya Poyma,56.1622,97.1933,232.66,79,31,0.88,RU,1612053071
325,Mvuma,-19.2792,30.5283,290.42,95,100,3.35,ZW,1612053071
326,Iraquara,-12.2486,-41.6194,299.15,53,0,3.09,BR,1612053071
327,Haimen,23.1935,116.6142,285.15,94,0,1.0,CN,1612053071
328,Ponta Delgada,37.7333,-25.6667,290.15,94,75,7.2,PT,1612052904
329,Kaka,37.3482,59.6143,283.78,50,100,2.33,TM,1612053071
330,Langham,52.3668,-106.9679,263.15,79,90,2.06,CA,1612053072
331,Merritt,50.1123,-120.7942,273.15,100,90,2.06,CA,1612053072
332,Anadyr,64.75,177.4833,253.15,71,20,12.0,RU,1612052863
333,Tiarei,-17.5333,-149.3333,303.15,62,75,5.14,PF,1612053072
334,Angoche,-16.2325,39.9086,298.33,86,100,3.0,MZ,1612053072
335,Vardø,70.3705,31.1107,269.2,95,100,8.36,NO,1612052824
336,Cabo San Lucas,22.8909,-109.9124,296.48,77,40,2.06,MX,1612052968
337,Cockburn Town,21.4612,-71.1419,296.15,60,20,5.14,TC,1612053062
338,Renala Khurd,30.8833,73.6,281.22,47,0,2.12,PK,1612053073
339,Peterhead,57.5058,-1.7981,272.15,93,75,0.51,GB,1612053073
340,Mossamedes,-15.1961,12.1522,295.51,78,39,3.46,AO,1612052883
341,Bodden Town,19.2833,-81.25,298.15,73,20,3.6,KY,1612053074
342,Laas,46.6166,10.7002,276.48,100,90,1.25,IT,1612052842
343,Richards Bay,-28.783,32.0377,296.29,94,100,0.91,ZA,1612053074
344,Prince Rupert,54.3161,-130.3201,278.15,75,1,1.54,CA,1612053074
345,Hofn,64.2539,-15.2082,267.41,83,0,8.32,IS,1612053074
346,Khalkhāl,37.6189,48.5258,265.74,92,0,4.11,IR,1612053074
347,Barcelos,41.5388,-8.6151,286.15,88,75,3.6,PT,1612052784
348,Valparaíso,-33.0393,-71.6273,292.04,100,90,2.06,CL,1612053075
349,Oleksandrivka,48.9634,32.2349,273.74,95,100,6.75,UA,1612053075
350,Souillac,-20.5167,57.5167,299.15,83,40,3.6,MU,1612052823
351,Suntar,62.1444,117.6319,235.91,82,100,0.89,RU,1612053075
352,Verkhnyaya Sinyachikha,57.976,61.6673,256.05,93,100,1.18,RU,1612053075
353,Gari,59.4307,62.3497,252.92,92,100,1.95,RU,1612053076
354,Klyuchi,52.2667,79.1667,259.76,95,100,3.35,RU,1612052891
355,Bourail,-21.5667,165.4833,301.06,53,54,2.16,NC,1612052916
356,Honiara,-9.4333,159.95,300.69,82,100,3.59,SB,1612053076
357,Stargard,53.3367,15.0499,270.93,80,90,3.09,PL,1612053076
358,Olinda,-8.0089,-34.8553,299.15,69,40,4.12,BR,1612053061
359,Bőny,47.65,17.8698,273.15,80,0,4.63,HU,1612053077
360,Isangel,-19.55,169.2667,301.15,69,40,4.12,VU,1612053077
361,Salaspils,56.8601,24.3654,271.15,80,75,2.57,LV,1612053077
362,Araouane,18.9048,-3.5265,291.99,23,47,3.83,ML,1612053077
363,Longyearbyen,78.2186,15.6401,253.15,65,20,8.75,SJ,1612052830
364,Dali,25.7,100.1833,279.33,78,1,2.02,CN,1612053077
365,Panabá,21.2833,-88.2667,294.58,80,100,4.36,MX,1612053078
366,Whitley Bay,55.0397,-1.4471,275.37,80,40,0.51,GB,1612053078
367,Nuevo Progreso,23.1667,-97.95,295.93,61,34,1.79,MX,1612053078
368,Punuare,14.7333,-85.9667,298.15,61,75,2.11,HN,1612053078
369,Northam,51.0333,-4.2167,277.59,87,22,3.13,GB,1612053078
370,Fairbanks,64.8378,-147.7164,253.71,77,90,0.35,US,1612053078
371,Te Anau,-45.4167,167.7167,291.95,47,62,2.85,NZ,1612053078
372,Eirunepé,-6.6603,-69.8736,297.01,88,99,0.61,BR,1612053079
373,Talnakh,69.4865,88.3972,238.02,71,0,3.07,RU,1612053079
374,Merauke,-8.4667,140.3333,301.51,79,100,6.48,ID,1612053079
375,Mikkeli,61.6886,27.2723,268.15,93,90,1.03,FI,1612053079
376,Cidreira,-30.1811,-50.2056,297.41,91,92,3.73,BR,1612053079
377,Isfahan,32.6572,51.6776,275.3,76,0,2.37,IR,1612053079
378,Kuusamo,65.9667,29.1833,261.15,85,90,0.51,FI,1612053080
379,Antofagasta,-23.65,-70.4,293.15,77,20,6.17,CL,1612052848
380,Mt. Pleasant,32.7941,-79.8626,282.59,76,40,5.11,US,1612052834
381,Matagami,49.7502,-77.6328,254.15,84,90,2.57,CA,1612052952
382,Farkhor,37.4922,69.4036,284.15,65,75,3.27,TJ,1612053080
383,Arys,42.4252,68.795,280.15,65,75,4.0,KZ,1612053080
384,Puerto del Rosario,28.5004,-13.8627,291.15,72,90,8.75,ES,1612053080
385,Taku,39.0211,117.6469,269.15,80,90,3.0,CN,1612053081
386,Nayoro,44.3506,142.4578,267.56,95,100,0.37,JP,1612053081
387,Ulaanbaatar,47.9077,106.8832,257.15,72,75,6.0,MN,1612053081
388,Kachug,53.9606,105.8817,240.88,80,58,2.36,RU,1612053081
389,León,21.1167,-101.6667,299.15,17,1,1.03,MX,1612052908
390,Huéscar,37.811,-2.5412,281.48,65,93,11.58,ES,1612053081
391,Dwārka,22.2394,68.9678,291.45,47,0,4.76,IN,1612052893
392,Cascais,38.6979,-9.4215,288.15,83,100,7.01,PT,1612053082
393,Bac Lieu,9.285,105.7244,297.36,79,72,5.94,VN,1612052863
394,Ware,51.8126,-0.0283,274.26,86,0,4.63,GB,1612053082
395,Yurginskoye,56.8189,67.3921,261.85,95,99,3.21,RU,1612053082
396,Gornyy,55.1153,83.9059,244.17,84,3,3.49,RU,1612053082
397,Cairns,-16.9167,145.7667,305.37,65,40,5.14,AU,1612053083
398,Glendive,47.1053,-104.7125,271.15,74,1,1.54,US,1612053083
399,Kholmogory,64.2229,41.656,268.15,93,90,3.0,RU,1612053083
400,Kangaatsiaq,68.3065,-53.4641,259.42,95,100,1.49,GL,1612053083
401,Tomter,59.65,11.0,265.93,1,82,1.17,NO,1612053083
402,Bari,41.1177,16.8512,283.71,76,0,3.6,IT,1612053083
403,Lizzano,40.391,17.4476,284.82,81,100,0.45,IT,1612053084
404,Ambunti,-4.2365,142.8448,302.03,73,96,2.09,PG,1612053084
405,Boulder,40.0833,-105.3505,282.15,26,1,8.75,US,1612052851
406,Carnot,4.9409,15.8665,295.19,42,100,1.3,CF,1612053084
407,Port Hedland,-20.3167,118.5667,303.15,70,100,3.6,AU,1612053084
408,Bathsheba,13.2167,-59.5167,299.15,73,40,7.72,BB,1612053084
409,Coahuayana Viejo,18.7333,-103.6833,300.15,61,1,3.09,MX,1612053084
410,Monroe,43.1501,-77.6831,266.15,73,20,1.54,US,1612053085
411,Balashov,51.5502,43.1667,273.23,96,98,7.59,RU,1612053085
412,Santander,43.4647,-3.8044,285.15,71,40,13.38,ES,1612053085
413,Carroll,39.5501,-77.0164,270.93,55,99,0.69,US,1612053085
414,Amapá,1.0,-52.0,295.49,98,56,0.89,BR,1612053086
415,Coralville,41.6764,-91.5805,274.15,86,90,6.69,US,1612053086
416,Tsumeb,-19.2333,17.7167,292.15,94,100,1.54,NA,1612053086
417,Limpapa,7.1197,121.9106,301.15,69,40,2.57,PH,1612053086
418,Grindavik,63.8424,-22.4338,267.15,73,40,2.57,IS,1612053086
419,Kuytun,54.3419,101.5036,236.5,81,49,3.52,RU,1612053086
420,Killam,52.7834,-111.8518,257.15,85,49,1.54,CA,1612053087
421,Port Blair,11.6667,92.75,298.89,81,9,3.15,IN,1612052830
422,Havøysund,70.9963,24.6622,270.15,74,40,5.14,NO,1612053087
423,Feijó,-8.1642,-70.3536,296.6,96,100,1.01,BR,1612053087
424,Lahaina,20.8783,-156.6825,299.15,57,40,8.23,US,1612053087
425,Novoagansk,61.9449,76.6625,245.22,85,100,6.57,RU,1612053087
426,West Hartford,41.762,-72.742,267.15,42,1,4.12,US,1612052942
427,Makakilo City,21.3469,-158.0858,300.15,54,75,3.09,US,1612052854
428,Gardiner,44.2301,-69.7753,261.15,52,1,4.12,US,1612053088
429,Liverpool,53.4106,-2.9779,274.26,80,54,5.14,GB,1612052931
430,Ambon City,-3.6954,128.1814,304.15,66,20,2.06,ID,1612053088
431,Tazmalt,36.3868,4.3989,284.8,70,100,5.43,DZ,1612053088
432,Morro Bay,35.3658,-120.8499,287.59,74,25,0.45,US,1612053088
433,Emba,48.8264,58.1442,263.44,92,0,3.56,KZ,1612053088
434,Kutum,14.2,24.6667,284.47,38,0,1.53,SD,1612052934
435,Arman',59.7,150.1667,248.38,78,69,8.04,RU,1612053089
436,Garoowe,8.4054,48.4845,289.81,86,0,3.99,SO,1612053089
437,Saldanha,-33.0117,17.9442,290.9,92,0,1.34,ZA,1612052868
438,Roding,49.1964,12.5186,272.59,93,100,0.45,DE,1612053089
439,Ust-Tsilma,65.441,52.1498,257.16,93,100,4.08,RU,1612053053
440,Fengcheng,40.4536,124.0717,264.05,87,59,1.16,CN,1612053090
441,Goba,7.0167,39.9833,281.3,51,42,1.9,ET,1612053090
442,Myitkyina,25.3833,97.4,288.06,74,79,1.17,MM,1612053090
443,Camaná,-16.6228,-72.7111,293.69,76,31,2.17,PE,1612053090
444,Athabasca,54.7169,-113.2854,257.15,78,16,2.06,CA,1612053090
445,Yerbogachën,61.2767,108.0108,235.03,82,83,2.44,RU,1612053091
446,Palmer,42.1584,-72.3287,265.15,45,1,3.6,US,1612053091
447,Kungurtug,50.5994,97.5228,252.07,84,96,1.68,RU,1612052861
448,Batagay-Alyta,67.8006,130.4114,234.89,80,94,1.05,RU,1612052796
449,Paamiut,61.994,-49.6678,269.42,89,19,6.97,GL,1612052884
450,Markova,48.6758,24.4138,267.27,94,94,2.15,UA,1612052852
451,Promyshlennyy,67.5833,63.9167,247.13,89,100,3.66,RU,1612053091
452,Half Moon Bay,37.4636,-122.4286,287.59,76,90,4.12,US,1612053092
453,Nokaneng,-19.6667,22.2667,294.42,88,100,2.53,BW,1612053092
454,Opuwo,-18.0607,13.84,294.94,50,100,1.32,NA,1612053092
455,Vaitape,-16.5167,-151.75,300.79,71,90,4.28,PF,1612053092
456,Rio Grande,-32.035,-52.0986,297.4,91,99,5.74,BR,1612053092
457,College,64.8569,-147.8028,253.15,77,90,0.51,US,1612053013
458,Yar-Sale,66.8333,70.8333,244.72,85,100,7.57,RU,1612052951
459,Laguna,38.421,-121.4238,288.15,51,1,2.06,US,1612053093
460,Vila,42.0304,-8.1588,281.48,90,100,6.26,PT,1612053093
461,Linkuva,56.0856,23.9725,270.15,80,90,5.14,LT,1612053093
462,Vila Velha,-20.3297,-40.2925,299.15,78,20,4.63,BR,1612052821
463,Malaya Purga,56.5567,53.0043,270.93,94,100,0.89,RU,1612053093
464,La Troncal,-2.4,-79.3333,300.15,63,100,5.66,EC,1612053094
465,Byron Bay,-28.65,153.6167,300.15,69,75,4.63,AU,1612052705
466,Okha,53.5739,142.9478,253.04,90,100,8.32,RU,1612053094
467,Krasnogvardeyets,52.6804,52.3635,265.11,95,88,3.48,RU,1612053094
468,Maniitsoq,65.4167,-52.9,261.96,79,0,3.88,GL,1612052875
469,Porto-Novo,6.4965,2.6036,302.15,84,40,5.14,BJ,1612053094
470,Marfino,55.7028,37.3822,269.82,93,75,2.0,RU,1612053095
471,Gambiran,-6.7988,111.4951,299.36,86,100,3.17,ID,1612053095
472,Ternate,0.8,127.4,300.43,74,100,2.66,ID,1612053095
473,Banda Aceh,5.5577,95.3222,298.42,78,10,5.57,ID,1612053095
474,Agüimes,27.9054,-15.4461,291.15,72,75,10.8,ES,1612052852
475,Nueva Loja,0.0847,-76.8828,301.15,74,20,1.54,EC,1612053095
476,Taywarah,33.35,64.4167,272.34,84,46,1.95,AF,1612053096
477,Nome,64.5011,-165.4064,251.15,71,1,3.09,US,1612053096
478,Ojiya,37.3,138.8,273.15,95,98,3.8,JP,1612053096
479,Sabang,5.8933,95.3214,300.26,78,62,9.24,ID,1612053096
480,Aksu,41.1231,80.2644,264.52,84,0,1.44,CN,1612052885
481,Gander,48.9682,-54.5906,270.15,100,90,7.72,CA,1612053097
482,Salalah,17.0151,54.0924,292.15,68,0,1.54,OM,1612052970
483,Duki,30.1541,68.5728,280.63,44,0,0.56,PK,1612053045
484,Manaure,11.7751,-72.4445,298.75,67,64,8.02,CO,1612053097
485,Lanzhou,36.0564,103.7922,266.48,63,57,1.02,CN,1612053097
486,Ürümqi,43.801,87.6005,256.15,85,90,1.0,CN,1612052887
487,Vryburg,-26.9566,24.7284,293.71,76,2,2.83,ZA,1612053098
488,Stromness,58.965,-3.296,272.15,86,100,2.57,GB,1612053098
489,Bonavista,48.6499,-53.1147,271.48,93,98,2.57,CA,1612052901
490,Xining,36.6167,101.7667,261.68,77,12,1.33,CN,1612052841
491,Yarmouth,41.7057,-70.2286,267.15,49,1,1.54,US,1612053098
492,Roseburg,43.2165,-123.3417,285.15,50,90,2.06,US,1612052809
493,Carbonia,39.1672,8.5222,288.15,88,40,2.57,IT,1612053098
494,Shimoda,34.6667,138.95,283.15,62,20,2.57,JP,1612053099
495,Montrose,38.4166,-108.2673,274.82,69,44,0.45,US,1612053099
496,Bridlington,54.0831,-0.1919,276.48,84,78,1.79,GB,1612053099
497,Sarmanovo,55.2553,52.5891,271.15,86,75,5.0,RU,1612053099
498,Samtredia,42.1537,42.3352,278.15,75,0,4.63,GE,1612053099
499,Bairiki Village,1.3292,172.9752,302.15,70,40,5.14,KI,1612052830
500,Pālampur,32.1167,76.5333,277.96,52,0,2.65,IN,1612053100
501,Tampere,61.4991,23.7871,263.15,85,90,2.06,FI,1612053100
502,Chegutu,-18.1302,30.1407,291.71,96,100,3.0,ZW,1612053100
503,Chuguyevka,44.1653,133.8633,252.18,86,86,0.79,RU,1612053100
504,Manyana,-23.4,21.7167,296.44,62,100,2.66,BW,1612053100
505,Līsakovsk,52.5369,62.4936,259.07,95,30,1.6,KZ,1612053100
506,Puerto Peñasco,31.3167,-113.5333,290.37,59,0,1.34,MX,1612053101
507,Vágur,61.4732,-6.8119,275.05,84,98,9.35,FO,1612053101
508,Kaeo,-35.1,173.7833,295.93,56,0,3.58,NZ,1612053101
509,Sambava,-14.2667,50.1667,297.54,88,2,2.55,MG,1612052890
510,Shiraz,29.6036,52.5388,277.32,71,0,0.86,IR,1612053101
511,Merrill,45.1805,-89.6835,271.15,80,90,5.66,US,1612053102
512,Lukovetskiy,64.2956,41.9211,268.15,93,90,3.0,RU,1612053102
513,Santa Vitória do Palmar,-33.5189,-53.3681,296.57,80,46,6.2,BR,1612052902
514,Igrim,63.1906,64.4162,249.01,90,100,1.21,RU,1612053102
515,Egvekinot,66.3167,-179.1667,243.48,84,100,4.78,RU,1612053027
516,Asău,46.4333,26.4,275.93,80,75,7.2,RO,1612052848
517,Moree,-29.4667,149.85,303.15,42,0,4.12,AU,1612053103
518,Zhigansk,66.7697,123.3711,228.27,74,66,1.41,RU,1612053086
519,Port Moresby,-9.4431,147.1797,297.15,94,75,4.63,PG,1612052895
520,Tshela,-4.9833,12.9333,295.96,93,100,0.26,CD,1612053103
521,Kansanshi,-12.0951,26.4273,289.7,95,100,1.3,ZM,1612053103
522,Clocolan,-28.9137,27.5656,288.5,88,0,1.08,ZA,1612053104
523,Vao,-22.6667,167.4833,297.32,80,83,10.35,NC,1612052893
524,Chubbuck,42.9208,-112.4661,276.15,60,40,5.66,US,1612053104
525,Taoudenni,22.6783,-3.9836,292.11,25,0,3.33,ML,1612053104
526,Nyurba,63.2842,118.3319,234.28,81,100,1.3,RU,1612052874
527,Gambēla,8.25,34.5833,298.57,43,0,0.43,ET,1612053105
528,Monkey Bay,-14.0728,34.9201,298.29,78,100,2.8,MW,1612053105
529,Veshenskaya,49.6303,41.7334,273.72,94,82,5.8,RU,1612053105
530,Hryshkivtsi,49.9353,28.6038,268.73,97,100,6.94,UA,1612053105
531,Seoul,37.5683,126.9778,273.15,64,0,3.6,KR,1612052672
532,Huilong,31.8111,121.655,284.82,73,100,1.79,CN,1612053105
533,Baruun-Urt,46.6806,113.2792,258.21,95,100,1.04,MN,1612053106
534,Santa Engracia,41.9406,-1.3245,283.15,87,90,2.06,ES,1612053106
535,Scarborough,54.2797,-0.4044,276.48,75,64,1.34,GB,1612053004
536,Agadez,19.75,10.25,284.79,37,0,1.17,NE,1612053106
537,Santa Isabel Rio Negro,-0.4139,-65.0192,298.45,82,82,1.39,BR,1612053106
538,Ketovo,55.355,65.3258,260.64,95,100,2.33,RU,1612053107
539,Conceição do Araguaia,-8.2578,-49.2647,296.5,91,100,1.36,BR,1612053107
540,Lázaro Cárdenas,17.9583,-102.2,298.36,77,0,1.54,MX,1612053107
541,Rochegda,62.8,43.25,266.45,97,82,3.28,RU,1612053107
542,Poway,32.9628,-117.0359,289.26,48,1,3.6,US,1612052885
543,Plettenberg Bay,-34.0527,23.3716,291.59,77,1,2.38,ZA,1612052870
544,Tateyama,34.9833,139.8667,283.15,62,20,2.57,JP,1612053107
545,Lodja,-3.4833,23.4333,293.34,98,100,0.8,CD,1612052883
546,Kulhudhuffushi,6.6221,73.07,300.74,65,23,2.62,MV,1612053108
547,Strezhevoy,60.7333,77.5889,244.15,69,40,8.0,RU,1612053108
548,Vilhena,-12.7406,-60.1458,295.15,100,0,2.06,BR,1612053108
549,Galeras,9.161,-75.0481,299.1,65,19,4.61,CO,1612053109
550,Fairhope,30.523,-87.9033,289.26,67,90,3.6,US,1612052840
